date,mkt_rf,smb,hml,rmw,cma,rf
2024-03-15,0.00670729,-0.00431537,7.83e-06,7.9e-05,-0.0049606,0.00018
2024-03-18,0.00629581,0.00240601,-0.00184669,-0.00054351,-0.00314204,0.00018
2024-03-19,0.00609001,0.00027033,-0.0073312,0.00449254,-0.00801227,0.00018
2024-03-20,-0.00748732,0.00646165,0.00441448,-0.00143547,0.00405396,0.00018
2024-03-21,-6.166e-05,-0.00285837,0.00475265,0.00157924,-0.00271518,0.00018
2024-03-22,-0.00529684,1.686e-05,-0.00383618,-0.00099847,0.0006207,0.00018
2024-03-25,-0.00291099,-0.00756765,0.00195929,-0.00465195,-0.00083,0.00018
2024-03-26,0.00118751,-0.00893528,-0.00298001,-0.00148203,-0.00181845,0.00018
2024-03-27,-0.03089226,-0.00020484,0.00387516,-0.00296134,0.00140598,0.00018
2024-03-28,0.00793372,0.00578097,0.00197275,0.001992,-0.00158466,0.00018
2024-03-29,-0.01196864,0.00014445,-0.00752071,0.00159395,-0.00481613,0.00018
2024-04-01,0.02187794,0.00667452,-0.00157109,0.00827019,0.00293212,0.00018
2024-04-02,-0.00711817,0.00120707,0.00782488,0.00073701,0.00535591,0.00018
2024-04-03,0.01149969,0.00580157,-0.01078131,0.00292013,0.0007885,0.00018
2024-04-04,0.0519896,0.00040624,0.00188789,0.00227659,0.00126055,0.00018
2024-04-05,0.0126981,0.00158288,-0.00276729,0.00112633,0.00066223,0.00018
2024-04-08,0.01056593,-0.00338708,0.00040579,-0.00848288,-0.00105596,0.00018
2024-04-09,-0.00096375,0.01020051,-0.00824551,-0.00086339,-0.00144662,0.00018
2024-04-10,-0.01302972,0.00092749,0.00054895,-0.00240925,0.00234648,0.00018
2024-04-11,-0.01272114,-0.00012878,-0.00741801,0.00051312,-0.00973545,0.00018
2024-04-12,-0.02598607,0.00664911,-0.00124909,0.00086629,0.00096004,0.00018
2024-04-15,0.02346823,-0.00550331,0.00252254,0.00225818,-0.00207502,0.00018
2024-04-16,0.0085313,0.00042235,-4.615e-05,-0.00011759,0.0032968,0.00018
2024-04-17,-0.00570151,0.00028803,-0.00041526,-0.0024527,-0.00216599,0.00018
2024-04-18,0.00413921,0.00369432,-0.00192325,0.00371791,0.00084513,0.00018
2024-04-19,-0.01128867,0.00069115,0.00321397,-0.00341494,0.00303451,0.00018
2024-04-22,0.00864429,0.005818,0.00117633,-4.404e-05,-0.00192466,0.00018
2024-04-23,-0.0034517,-0.00130363,0.00773729,0.00250613,0.00490968,0.00018
2024-04-24,0.00429352,0.0010126,-0.00678491,-0.00025917,-0.00092859,0.00018
2024-04-25,-0.02326672,0.00683102,0.00649101,0.00100915,0.00405084,0.00018
2024-04-26,-0.01464179,0.00074875,0.00062991,-0.00098754,-0.0042078,0.00018
2024-04-29,0.02007053,-0.00216964,-0.00029279,-0.00231587,-0.00796796,0.00018
2024-04-30,-0.02653749,-0.00137167,0.00438531,5.936e-05,0.0068596,0.00018
2024-05-01,0.00337933,-0.00253424,0.00738298,0.00690521,0.00530738,0.00018
2024-05-02,-0.01391736,0.00773478,0.00698293,-0.00283587,0.01196197,0.00018
2024-05-03,-0.00618012,0.00680891,0.00588196,-0.00281133,0.0032557,0.00018
2024-05-06,-0.01434311,0.00464517,-0.002073,0.00544258,0.00187001,0.00018
2024-05-07,0.01571585,0.00386394,-0.0041682,-0.00252601,-0.0030804,0.00018
2024-05-08,0.03648822,0.00140632,0.00608416,0.00144234,-0.00487452,0.00018
2024-05-09,0.00628981,-0.00308523,0.00168149,0.0050076,-0.00068957,0.00018
2024-05-10,0.01292125,-0.00192267,-0.00364706,0.00455783,0.00803017,0.00018
2024-05-13,0.01358057,-0.00080864,-0.00130672,-0.00472984,-0.00133494,0.00018
2024-05-14,-0.01196593,-0.00482778,0.00868102,0.00185061,0.00340092,0.00018
2024-05-15,-0.03161773,0.0057203,0.00848292,-0.000319,0.00521331,0.00018
2024-05-16,-0.02918045,0.00870308,0.00705177,-0.00193853,0.00785093,0.00018
2024-05-17,0.00305956,-0.00476785,-0.00229473,0.00433475,-0.0045066,0.00018
2024-05-20,0.01725303,-0.00444932,0.00121882,0.00348786,0.00622424,0.00018
2024-05-21,0.05516362,-0.00953637,-0.00328138,0.000598,0.00443564,0.00018
2024-05-22,0.01109269,-0.00239257,-0.00318129,0.00363008,-0.00277053,0.00018
2024-05-23,-0.01927286,0.00099725,-0.00141052,0.00214619,0.0005677,0.00018
2024-05-24,0.03425042,0.00233151,0.01041036,-0.00230591,0.00919463,0.00018
2024-05-27,0.0073313,-0.00555657,0.00053543,0.00186794,0.00339331,0.00018
2024-05-28,-0.00210674,0.00067715,0.00310144,-0.00182266,0.00188142,0.00018
2024-05-29,-0.00301561,0.00407194,-0.00279763,0.00126589,0.00125346,0.00018
2024-05-30,-0.00174962,-0.00500806,0.00536387,0.00435873,0.00710897,0.00018
2024-05-31,0.02654341,-0.00218893,-0.00594676,0.00402305,-0.00578492,0.00018
2024-06-03,-0.02082744,-0.00790555,0.00067353,0.00687221,-0.00084412,0.00018
2024-06-04,-0.0156395,-0.00115089,-0.00973292,-0.00259841,-0.00697814,0.00018
2024-06-05,-0.01117867,0.01140882,0.01030801,-0.00173187,-0.00126501,0.00018
2024-06-06,-0.00740016,0.00317866,-0.00623607,0.00127049,-0.00334927,0.00018
2024-06-07,-0.01725866,-0.00199522,0.00075351,0.00054367,-0.00200712,0.00018
2024-06-10,-0.01604729,-0.00135317,0.00653485,0.00152753,0.00395559,0.00018
2024-06-11,0.00780113,0.00672536,-0.00351951,0.00108493,0.00547089,0.00018
2024-06-12,0.01511903,0.00417998,0.00445994,-0.00064543,0.00122677,0.00018
2024-06-13,-0.00420176,0.00414973,-0.0017696,0.00073801,-0.00187802,0.00018
2024-06-14,-0.01564151,-0.00636923,-0.01385557,0.00672541,-0.00805941,0.00018
2024-06-17,0.00083477,0.00444595,0.00150479,-0.00101434,-0.00534821,0.00018
2024-06-18,-0.00517425,0.00424593,0.00515902,0.00480776,0.00187729,0.00018
2024-06-19,0.00129554,-0.00641752,-0.00616187,0.00188796,-0.00150016,0.00018
2024-06-20,0.02245857,0.00076275,-0.0066846,-0.00565195,0.00062588,0.00018
2024-06-21,-0.0046702,-0.00170719,0.00164994,-0.00853044,0.00311017,0.00018
2024-06-24,-0.00646565,-0.00562835,-0.00328668,-0.00353946,-0.00228579,0.00018
2024-06-25,-0.00178339,-0.00738822,-0.00675809,0.0041629,0.00121895,0.00018
2024-06-26,0.00207475,0.0002704,0.00594434,0.00046909,-0.00486368,0.00018
2024-06-27,-0.00271522,-0.00636865,0.00782239,-0.00129038,0.01006416,0.00018
2024-06-28,0.00965459,-0.00473583,-0.00425862,0.00375328,0.00405852,0.00018
2024-07-01,0.01484851,0.00205343,-0.00015314,0.00021998,0.00573265,0.00018
2024-07-02,0.00743525,0.00031025,-0.00272251,0.00269914,-0.00138327,0.00018
2024-07-03,-0.00720446,0.0082297,-0.0061939,-0.00618849,-0.00409639,0.00018
2024-07-04,-0.00087523,0.00469284,-0.00443995,-0.0027999,0.00179685,0.00018
2024-07-05,-0.0025604,-0.00083323,0.00247554,-0.00647004,-0.00478172,0.00018
2024-07-08,0.00673964,-0.00456782,-0.00036634,-0.00086775,0.00539459,0.00018
2024-07-09,0.01507425,0.0035736,-0.00273084,0.00417299,0.00612062,0.00018
2024-07-10,-0.00863467,-0.00410461,-0.00689071,-0.0038007,0.00152175,0.00018
2024-07-11,0.01213374,0.00438585,0.00413719,-0.00370169,-0.0027651,0.00018
2024-07-12,0.00928821,-0.00096364,0.00544769,0.00156194,0.00020876,0.00018
2024-07-15,0.01021553,-0.00791229,-0.00699833,0.00594429,-0.00183953,0.00018
2024-07-16,0.01229894,-0.00129749,-0.00997905,0.00601416,-0.0007903,0.00018
2024-07-17,0.00115207,-0.0044668,0.00231526,-0.00308449,-0.00210133,0.00018
2024-07-18,-0.00639942,-0.00228751,0.00111219,0.00010138,0.0010289,0.00018
2024-07-19,0.0122548,-0.00096279,-0.00363975,0.00199492,-0.00528781,0.00018
2024-07-22,-0.00303498,0.00685627,-0.00597776,-0.00160778,-0.00106403,0.00018
2024-07-23,-0.00918023,0.00234578,0.00259957,-0.00034548,0.00461082,0.00018
2024-07-24,-0.00029732,-0.00955416,0.00146327,-0.00384574,-0.00691663,0.00018
2024-07-25,0.00448046,0.00162384,-0.00171227,-0.00587056,0.00565251,0.00018
2024-07-26,0.00013813,-0.00389877,0.00017511,0.00011226,-0.00462333,0.00018
2024-07-29,-0.00200233,-0.00226344,-0.00573321,-3.879e-05,-0.00657925,0.00018
2024-07-30,-0.01780269,-0.00275282,0.00103243,0.00191014,-0.00733581,0.00018
2024-07-31,0.00478585,-9.432e-05,-0.00995292,0.00144841,-0.00302309,0.00018
2024-08-01,-0.00460024,-0.00329308,0.00257252,-0.00584114,0.00351574,0.00018
2024-08-02,0.00955294,-0.00487557,-0.00236895,0.00359244,0.00089368,0.00018
2024-08-05,-4.617e-05,0.00242159,-0.00588574,0.00190533,-0.00347868,0.00018
2024-08-06,-0.00158707,0.00579292,0.00156464,-0.00054088,-0.00534909,0.00018
2024-08-07,-0.00289104,-0.00268751,0.00293843,-0.0019883,0.00752771,0.00018
2024-08-08,0.01579878,0.00048628,0.00153581,0.00077119,0.00498412,0.00018
2024-08-09,0.0043998,0.00206821,-0.00512449,0.00097107,0.00561512,0.00018
2024-08-12,0.00677058,0.00138902,0.00239315,-0.00566339,-0.00248052,0.00018
2024-08-13,-0.00250974,-0.00998121,-0.00463683,0.00123396,-0.00676611,0.00018
2024-08-14,0.00372031,-0.00721028,0.00569949,0.00034598,0.01199512,0.00018
2024-08-15,-0.0018175,0.0060554,-0.00466269,0.00479366,-0.00222818,0.00018
2024-08-16,-0.00589687,0.00642649,0.0088373,-0.00011441,0.00389349,0.00018
2024-08-19,0.00267622,-0.00213986,0.00424689,0.00137734,0.00878244,0.00018
2024-08-20,-0.01084925,0.00333892,-0.00333384,-0.00110916,0.0024091,0.00018
2024-08-21,-0.00141316,0.00042061,0.00046594,-0.00282473,-0.0016511,0.00018
2024-08-22,-0.00917018,0.00132807,-0.00099205,-0.00311562,-0.00362211,0.00018
2024-08-23,0.00986057,0.00018899,-0.00420489,-0.00308034,-0.00012892,0.00018
2024-08-26,-0.00589218,0.0034402,0.0028194,-0.00514411,-8.717e-05,0.00018
2024-08-27,-0.0009054,0.00412369,-0.00323709,-0.00229817,-0.00370392,0.00018
2024-08-28,0.00756165,0.00112948,-0.00212089,0.00344203,0.00623956,0.00018
2024-08-29,0.01185709,-0.00970074,-0.00349368,-0.00327293,-0.00222145,0.00018
2024-08-30,0.00827988,-0.00354796,0.00695236,-0.0046123,0.00194575,0.00018
2024-09-02,-0.00381087,0.00508738,0.00852096,0.00158071,-0.00271659,0.00018
2024-09-03,-0.00380038,0.0027898,-0.00390448,-0.00129489,-0.00288202,0.00018
2024-09-04,0.00966974,0.00211609,-0.00431326,0.00348408,0.00441397,0.00018
2024-09-05,-2.866e-05,0.00619522,0.00615924,0.00099862,0.00833667,0.00018
2024-09-06,-0.00262442,-0.00859578,0.00984183,-0.00371102,0.00498888,0.00018
2024-09-09,-0.0007361,0.00635296,0.00582871,-0.00055789,0.00848848,0.00018
2024-09-10,-0.0010103,-0.00339058,0.00082707,0.00099395,0.00241537,0.00018
2024-09-11,0.00801393,-0.0015021,0.00752536,-0.00065945,0.00371325,0.00018
2024-09-12,0.00270312,-0.00650115,-0.00789163,0.00190326,-0.00021754,0.00018
2024-09-13,0.01660032,0.0056289,-0.01541669,-0.00121219,-0.00348605,0.00018
2024-09-16,-0.01500398,0.00609112,0.01373625,0.00413328,0.01622892,0.00018
2024-09-17,0.00637078,-0.00094657,-0.00252535,-0.00178656,0.00348242,0.00018
2024-09-18,0.01339041,-0.00863322,-0.01184904,-0.00066857,0.00221497,0.00018
2024-09-19,0.00877949,-0.00296324,-0.00380081,-7.843e-05,-0.00124575,0.00018
2024-09-20,-0.00603515,0.00052398,0.0016417,0.0036157,0.00136859,0.00018
2024-09-23,0.00131648,-0.00530596,-0.00216541,-0.00620254,0.00022519,0.00018
2024-09-24,-0.01986288,-0.00280664,0.01121155,-0.00296521,0.00472776,0.00018
2024-09-25,-0.00349465,0.00398378,-0.00653534,-0.00157332,-0.00408843,0.00018
2024-09-26,-0.00592324,-0.00160921,0.01193525,-0.00237739,0.00971623,0.00018
2024-09-27,0.00453532,0.00030508,-0.00988684,-0.00368302,-0.0076306,0.00018
2024-09-30,-0.0087741,0.00189099,-0.00716242,0.00546117,0.00028831,0.00018
2024-10-01,0.00153894,-0.01206541,0.00422605,0.00257757,0.00239321,0.00018
2024-10-02,-0.00911845,0.00222727,0.00144894,-0.00235209,0.00057401,0.00018
2024-10-03,-0.00256857,-0.00160491,0.00502376,-0.00434707,0.00333493,0.00018
2024-10-04,-0.00391868,-0.00347638,-0.00050872,0.00218777,0.00225193,0.00018
2024-10-07,-0.0097523,-0.0069301,0.00266212,0.00239668,-0.00485693,0.00018
2024-10-08,-0.01020181,-0.00115519,0.00172713,-0.00399554,0.00798507,0.00018
2024-10-09,-0.0049099,0.00070657,-0.00110307,-0.00196679,-0.00840188,0.00018
2024-10-10,0.01065428,0.00215454,-0.00146765,-0.00854906,0.0026218,0.00018
2024-10-11,-0.01004529,-0.00142514,0.0044015,-0.0018143,-0.00057854,0.00018
2024-10-14,-0.00625205,-0.00542906,0.00094124,0.00146469,0.00648725,0.00018
2024-10-15,0.00846973,-0.00480185,0.00818752,0.00377191,0.00569571,0.00018
2024-10-16,-0.00142979,-0.00269577,0.00385984,0.00407868,0.00510693,0.00018
2024-10-17,0.00416271,0.00095222,-0.00103991,-0.00658207,-0.00131123,0.00018
2024-10-18,0.00940862,0.0044237,0.00668982,0.00049748,0.00401551,0.00018
2024-10-21,0.00117523,-0.00447366,-0.00369603,0.00088709,0.00067092,0.00018
2024-10-22,0.00803209,-0.00785695,0.00207444,0.00168572,0.00435005,0.00018
2024-10-23,0.00436011,0.007951,-0.0075998,0.00320661,-0.00623835,0.00018
2024-10-24,-0.00625366,0.00060525,0.00394114,-0.00360046,0.00168867,0.00018
2024-10-25,-0.00467035,-0.01026392,-0.00301592,0.00258278,-0.00051699,0.00018
2024-10-28,0.00338542,-0.00191337,0.00553372,0.00036309,0.00370203,0.00018
2024-10-29,-0.0038722,0.00495694,-0.00288943,-0.00204811,-0.00206206,0.00018
2024-10-30,0.00639891,0.00367579,-0.00127869,-0.00195956,0.0001727,0.00018
2024-10-31,-0.01239346,0.00420887,-0.00273306,0.00213159,-0.00641832,0.00018
2024-11-01,-0.00398295,-0.011313,0.00176148,-0.00133087,0.00527873,0.00018
2024-11-04,-0.00482234,0.00700013,-0.00466894,-0.00102612,-0.00160878,0.00018
2024-11-05,-0.00269767,0.00494182,-0.00321564,0.00208047,-0.00347068,0.00018
2024-11-06,-0.00308657,-0.01047458,0.01118027,0.00207421,0.00475222,0.00018
2024-11-07,-0.00467057,-0.00193253,-0.0066614,0.00626371,-0.00045083,0.00018
2024-11-08,-0.00813986,-0.00141989,0.00688618,0.00443219,0.00010752,0.00018
2024-11-11,0.00698074,-0.00073033,-0.00742506,0.00667089,-0.00889179,0.00018
2024-11-12,-0.0041513,0.00073366,-0.00574037,-4.3e-05,-0.00815744,0.00018
2024-11-13,-0.00768798,-0.00035031,0.00581223,0.00289871,-0.00509565,0.00018
2024-11-14,0.01426759,0.00112267,-0.01613821,0.00430527,-0.00696823,0.00018
2024-11-15,-0.0003011,0.00434417,0.00585556,-0.00219638,0.00084154,0.00018
2024-11-18,0.01412202,-0.01094155,0.00078529,-0.00292075,0.0005224,0.00018
2024-11-19,0.0008012,0.00237862,-0.00823043,0.00481633,0.00077692,0.00018
2024-11-20,-0.00131625,-0.00814056,-0.00217372,0.00238834,-0.00372492,0.00018
2024-11-21,0.00483185,0.00165757,0.00228967,0.00068999,-0.00174983,0.00018
2024-11-22,0.01394224,0.00076098,0.00142691,0.00446805,0.00283395,0.00018
2024-11-25,0.00840873,0.00323782,-0.00015736,0.0069582,0.00267388,0.00018
2024-11-26,-0.01728923,0.00118898,0.0029356,-0.00304254,0.01197661,0.00018
2024-11-27,-0.0018891,-0.00945233,0.00538589,0.00621364,0.00918031,0.00018
2024-11-28,0.01219488,-0.00149772,0.00482984,-0.00206904,0.00967245,0.00018
2024-11-29,-0.00185785,-0.00831449,-0.00487318,-0.00179884,-0.0052573,0.00018
2024-12-02,0.01528284,0.00444321,-0.00452323,0.01262852,-0.00140785,0.00018
2024-12-03,-0.01202865,-0.0041781,-0.00864071,-0.00322526,-0.00094584,0.00018
2024-12-04,0.00908871,-0.00633021,0.00288172,0.00525979,0.00252431,0.00018
2024-12-05,-0.01089111,-0.00212542,-0.00901172,-0.00337892,-0.00054832,0.00018
2024-12-06,0.00023278,-0.00401457,-0.00058882,-0.00040541,-0.00307573,0.00018
2024-12-09,0.00018117,0.00440051,-0.008491,-0.00726383,-0.00277951,0.00018
2024-12-10,-0.01584531,0.00258291,-6.805e-05,0.00476136,0.00446805,0.00018
2024-12-11,0.00505975,-0.0008096,0.00333363,-0.00189273,0.00472526,0.00018
2024-12-12,-0.00568459,0.00525588,0.01335452,0.00036586,0.00983502,0.00018
2024-12-13,-0.01326725,0.01442745,0.00576686,-0.00137469,0.00113319,0.00018
2024-12-16,-0.00123449,-0.00355534,0.00433625,0.00491549,0.00263619,0.00018
2024-12-17,0.00338138,-7.012e-05,0.00528177,-0.00177546,0.00632507,0.00018
2024-12-18,-0.00415226,-0.00469587,0.00420925,-0.00075203,-0.00396424,0.00018
2024-12-19,-0.00329641,0.00426142,0.01140747,-0.00226538,0.00045273,0.00018
2024-12-20,-0.00802114,0.00590307,-0.00211996,-0.00184271,0.00189209,0.00018
2024-12-23,-0.0134161,-0.00640062,-0.00826675,0.00152465,0.00500472,0.00018
2024-12-24,0.00363485,0.00514233,-0.00247036,-0.00803846,-0.00707955,0.00018
2024-12-25,0.00878764,-0.00159041,0.00196924,0.00315133,0.00145268,0.00018
2024-12-26,0.00690388,-0.00752376,-0.00213642,0.00176612,-0.00196716,0.00018
2024-12-27,-0.00505356,-0.00524346,0.00056649,-0.00444008,0.00058453,0.00018
2024-12-30,-0.00383767,-0.00320249,0.00416713,-0.00195367,-0.0004038,0.00018
2024-12-31,-0.00237511,0.00056041,-0.00281036,0.00025453,0.00296132,0.00018
2025-01-01,-0.00734173,0.00177306,-0.00464108,0.00240287,-0.0088891,0.00018
2025-01-02,0.00119795,-0.00291173,0.0067512,0.00406299,0.00435155,0.00018
2025-01-03,0.00306069,-0.00318384,-0.00017812,-6.547e-05,0.00029602,0.00018
2025-01-06,0.00228826,-0.00034607,-0.00151556,-0.00030871,0.0072141,0.00018
2025-01-07,-0.00045586,-0.01082179,0.00238285,-0.00177199,0.00166019,0.00018
2025-01-08,0.00167177,-0.00301557,-0.00349042,0.00180487,-0.00151069,0.00018
2025-01-09,-0.00424813,0.00398814,-0.00381209,0.0015135,0.00249897,0.00018
2025-01-10,0.00067224,0.00859219,0.003871,0.00331002,-0.0039058,0.00018
2025-01-13,0.00610472,-0.00325905,0.00874461,0.00169746,0.01285166,0.00018
2025-01-14,0.0065518,-0.00378609,-0.00335175,0.00425997,0.00014839,0.00018
2025-01-15,0.00640767,-0.00860929,-0.00275946,0.00420409,0.00035179,0.00018
2025-01-16,0.00048494,-0.00930572,-0.002893,-0.00106453,-0.00178349,0.00018
2025-01-17,0.00488707,0.00299285,0.00098245,9.639e-05,0.00390522,0.00018
2025-01-20,-0.00390705,-0.00462926,-0.0107202,-0.00024067,0.00142227,0.00018
2025-01-21,-0.01311425,-0.0007679,-0.00237785,0.00044885,-0.00303246,0.00018
2025-01-22,-0.0068448,-0.00060679,0.00922356,0.0010748,0.00809627,0.00018
2025-01-23,-0.00226405,-0.00383775,-0.00020883,0.00011551,-0.00719561,0.00018
2025-01-24,0.00703932,-0.0026391,0.00187926,0.00490418,-0.00195381,0.00018
2025-01-27,-0.00252347,-0.00494519,0.00438293,6.347e-05,0.00854465,0.00018
2025-01-28,-0.00927046,-0.00049256,-0.00025285,-0.00825636,-0.00422163,0.00018
2025-01-29,0.00313568,0.00116722,0.00289248,0.001991,0.0003248,0.00018
2025-01-30,-0.00723324,0.00091217,0.00488509,-0.00314724,0.00440398,0.00018
2025-01-31,-0.00127398,0.00731378,-0.00094901,-0.00106654,-0.00527101,0.00018
2025-02-03,0.01352262,-0.00389873,-0.00291739,-0.00373305,-0.0067881,0.00018
2025-02-04,0.00828346,-0.00166489,-0.00296517,0.00176874,-0.00689705,0.00018
2025-02-05,-0.00507147,-0.00315073,-0.00465369,-0.00130101,-0.00253249,0.00018
2025-02-06,0.00113248,-0.00215307,0.0024219,-0.00441509,0.00250527,0.00018
2025-02-07,0.00107532,0.00406097,0.00648035,-0.00421303,-0.00280447,0.00018
2025-02-10,0.00170613,-0.00310667,-0.01033303,-0.00374848,0.00207574,0.00018
2025-02-11,0.01258863,-0.00186211,0.00010908,0.00264912,-0.00547149,0.00018
2025-02-12,0.00533368,0.00118164,0.00422686,-0.00118511,0.00696446,0.00018
2025-02-13,0.00492381,-2.19e-05,-0.00047223,0.00347274,-0.00284974,0.00018
2025-02-14,0.00375459,-0.00278532,0.00283167,0.00094409,-0.00371472,0.00018
2025-02-17,-0.00197383,-0.00558336,0.00535118,-0.00024915,0.00615412,0.00018
2025-02-18,0.00775198,-0.00317685,-0.0036499,0.00747606,-0.0036643,0.00018
2025-02-19,0.00174979,-0.0084996,-0.00108856,0.00483743,0.00465041,0.00018
2025-02-20,-0.0083132,-0.00864785,-0.00327884,-0.00438347,-0.00405698,0.00018
2025-02-21,0.00432517,0.00025416,-0.00883896,0.00028879,-0.00072357,0.00018
2025-02-24,-0.01077762,-0.00159982,-0.00354983,-0.00267152,-0.0002319,0.00018
2025-02-25,-0.00797388,0.00506924,0.00278393,-0.00770628,0.01284146,0.00018
2025-02-26,0.00904595,0.00148451,-0.00463234,0.00246066,-0.00182489,0.00018
2025-02-27,0.00083507,-0.00155608,-0.00126729,-0.00139457,0.00055719,0.00018
2025-02-28,0.00510039,-0.00197803,0.00059352,0.00141122,-0.00057771,0.00018
2025-03-03,-0.00297785,-0.00235332,0.00398969,0.00398555,0.01054746,0.00018
2025-03-04,0.01057445,-0.00695942,0.00247957,0.00312685,0.00638143,0.00018
2025-03-05,0.00454035,-0.00119392,-0.00454243,0.0011626,-0.00293688,0.00018
2025-03-06,0.00769067,0.0010823,-0.00452433,0.00375817,-0.00112055,0.00018
2025-03-07,0.00530501,-0.00339458,0.00382102,0.00589405,-0.00668779,0.00018
2025-03-10,-0.00373151,0.00199911,0.00497138,-0.00099848,0.00212782,0.00018
2025-03-11,-0.00403308,-0.00512587,-0.00308967,4.623e-05,-0.00081985,0.00018
2025-03-12,-0.00529968,0.00285695,-0.00564444,0.0061296,-0.00470678,0.00018
2025-03-13,-0.01035638,0.0065423,0.00474136,0.00314079,0.00313392,0.00018
2025-03-14,-0.00863381,-0.00128135,0.00472202,-0.00211972,0.00230426,0.00018
2025-03-17,-0.01099959,-0.0008009,0.00018041,-0.00162458,0.00221663,0.00018
2025-03-18,0.0028045,-0.00409273,-0.00580349,-0.00408285,-0.0002809,0.00018
2025-03-19,-8.075e-05,-0.00265778,0.00254214,-0.00257456,-0.00493494,0.00018
2025-03-20,0.00723684,-0.00583601,-0.00454195,-0.00240482,-0.00221358,0.00018
2025-03-21,0.0039962,-0.00189796,0.00488447,-0.00168866,0.00056711,0.00018
2025-03-24,-0.01653112,0.00270743,0.00431305,-0.00300326,0.00430465,0.00018
2025-03-25,-0.00352309,0.00837888,-0.0113847,-0.00106244,-0.00662981,0.00018
2025-03-26,0.0019577,0.00188384,-0.0023725,-0.00109033,-0.00040394,0.00018
2025-03-27,0.0106363,-0.00478197,0.00321169,0.00015497,0.00380382,0.00018
2025-03-28,0.00510544,-0.00324964,-0.00055335,-8.652e-05,0.00027585,0.00018
2025-03-31,-0.00582155,-0.00198535,-0.00429084,-0.00641238,-0.00171047,0.00018
2025-04-01,0.0045553,-0.00672502,0.00282924,0.0018738,0.01117743,0.00018
2025-04-02,-0.00462959,0.00119049,0.0014482,0.00443237,-0.00281467,0.00018
2025-04-03,0.00087412,-0.00040571,-0.00068355,0.00420427,-0.001024,0.00018
2025-04-04,-0.00080061,0.00317476,-0.00415217,-0.00051749,-0.00385701,0.00018
2025-04-07,-0.00602838,-0.00375081,-0.00079187,0.00569662,0.0032941,0.00018
2025-04-08,0.01198369,0.00355161,0.00219175,0.0025793,-0.00440973,0.00018
2025-04-09,-0.00252809,0.00357996,-0.01371823,-0.00829779,-0.00760545,0.00018
2025-04-10,-0.00033486,0.00339117,-0.00213293,-0.00116153,-0.00061936,0.00018
2025-04-11,0.01953822,-0.0048456,-0.00757477,0.00449558,-0.0024306,0.00018
2025-04-14,-0.00768228,0.00657234,-0.00040329,-0.00562756,0.00374025,0.00018
2025-04-15,-0.00911047,0.00387342,0.00359617,0.00332814,0.00465362,0.00018
2025-04-16,0.00819166,0.00326759,0.00535921,0.00267519,0.00044308,0.00018
2025-04-17,-0.00713465,0.00309395,-0.00345515,-0.00174325,-0.00224277,0.00018
2025-04-18,-0.00111337,-0.00177977,0.01002226,-0.00107306,0.00234143,0.00018
2025-04-21,-0.00754781,0.00358399,-0.00585708,-0.00046765,-0.00713747,0.00018
2025-04-22,0.0044121,-0.00233511,-0.00268443,-0.00970731,-0.00086981,0.00018
2025-04-23,-0.00590282,-0.0086639,0.00570044,-0.00223999,0.00312888,0.00018
2025-04-24,-0.00521189,0.00188205,-0.00114894,-0.00143166,0.00062313,0.00018
2025-04-25,0.00924921,0.00755067,-0.00082983,-0.00183039,-0.00438426,0.00018
2025-04-28,0.01492681,-0.00212124,-0.00583669,-0.00259825,-0.00331633,0.00018
2025-04-29,-0.00233678,-0.00100143,0.00585607,0.00374009,0.00228075,0.00018
2025-04-30,-0.00366227,0.00064506,-0.001177,-0.0013619,0.00600127,0.00018
2025-05-01,-0.00364141,-0.01144878,-0.00654711,0.00153598,-0.0052773,0.00018
2025-05-02,0.01328055,-0.00623513,0.00297756,-0.00127829,-0.00382812,0.00018
2025-05-05,-0.01227713,-0.00140382,0.01072859,0.00100815,0.00421472,0.00018
2025-05-06,0.00200672,-0.00318077,-0.01264176,-0.00347516,-0.0026445,0.00018
2025-05-07,-0.02408736,0.00270593,0.00180692,0.00318607,-0.00369624,0.00018
2025-05-08,0.0071269,-0.00257732,-0.00500134,-0.00022957,0.00247042,0.00018
2025-05-09,0.01126716,0.00105216,0.00063818,0.00375631,-0.0021186,0.00018
2025-05-12,0.0055873,0.00545615,-0.0092655,0.00621123,-0.00297422,0.00018
2025-05-13,-7.814e-05,-0.00185844,0.00518099,-0.00039708,0.00210163,0.00018
2025-05-14,0.00352758,0.00283108,-0.00988916,-0.00434816,-0.00405004,0.00018
2025-05-15,-0.00586608,1.917e-05,0.00360005,-0.00132914,0.01043545,0.00018
2025-05-16,-0.001039,0.00563644,0.00512528,-0.00189966,0.00283078,0.00018
2025-05-19,-0.01813192,-0.00546702,-0.00215981,-0.00048333,-0.00681229,0.00018
2025-05-20,0.00360135,-0.00304341,0.00286506,0.00418354,0.00065255,0.00018
2025-05-21,-0.00552097,-0.00023489,-0.00037427,-0.00087024,0.00153433,0.00018
2025-05-22,-0.00584317,0.00694665,0.00578713,-0.00294454,0.00068033,0.00018
2025-05-23,0.00584734,-0.00285208,-0.00195155,-0.00073081,-0.00783972,0.00018
2025-05-26,0.01254918,-0.00501673,0.00309832,0.00266778,0.0007423,0.00018
2025-05-27,0.00631746,-0.00490741,0.00312671,-0.00436165,0.00364914,0.00018
